div_and_fold,fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,lineage_ID,generation,start_time,end_time
1.0603802390827133,0.6906924173841802,0.49094268356377474,2.3948403835438103,3.66666666674,2.06472044776259,4.4595608313064,0.1883706592828272,1068.0,0.0,0.0,3.66666666674
,,0.4872549708655505,,,2.17294318293135,,,1068.0,1.0,3.8333333333410002,
0.8983973569087863,0.5812881740078248,0.464095883966052,1.93622903603121,2.16666666671,2.06906027729758,4.00528931332879,0.2682868495367073,1069.0,0.0,0.0,2.16666666671
0.9572866089759229,0.5882700864854722,0.4669530490158254,1.96392776767464,2.3333333333799997,1.87028205704938,3.83420982472402,0.2521157513458744,1069.0,1.0,2.333333333338,4.666666666759999
1.0931592403471528,0.6738665186395963,0.5096963444361228,2.237119167864,3.00000000006,1.9542827314629,4.1914018993269,0.224622172875373,1069.0,2.0,4.833333333343,7.83333333349
1.076323485866312,0.6716709168061816,0.4886870705913397,2.4630203870971696,2.66666666672,2.04828391585304,4.51130430295021,0.2518765937972806,1069.0,3.0,8.000000000016,10.66666666688
0.8640344038061425,0.5267866364669413,0.4725101946260831,1.76628484958318,2.16666666671,2.13163727420449,3.89792212378767,0.2431322937491103,1069.0,4.0,10.833333333355,13.00000000026
1.013511060664284,0.6190363250401062,0.4777126512778537,2.08850047383761,2.3333333333799997,1.86208671222921,3.95058718606682,0.2653012821547395,1069.0,5.0,13.166666666693,15.50000000031
1.0567117151626662,0.6448579756317371,0.48847611746980696,2.24486427091243,2.8333333333899997,1.92976749037589,4.17463176128832,0.2275969325713553,1069.0,6.0,15.666666666698001,18.500000000369997
1.2839446858553958,0.8185076709337307,0.49829883126764973,3.2797821376865097,5.0000000001,2.08021412762278,5.35999626530929,0.1637015341834721,1069.0,7.0,18.666666666704,23.66666666714
0.9268885521869674,0.5143381043336532,0.5099872372087177,2.2345894912859503,1.83333333337,2.73352968679413,4.96811917808008,0.2805480569036545,1069.0,8.0,23.833333333381,25.66666666718
,,0.5332629496153456,,,2.64931388694355,,,1069.0,9.0,25.833333333385,
,,,,,,,,1070.0,0.0,0.0,
,,0.5285738453518816,,,3.32284513601812,,,1071.0,0.0,0.0,
1.11752230490611,0.670184170791603,0.530830169162718,2.7269943281064,2.8333333333899997,2.46734321512643,5.19433754323283,0.2365355896864233,1072.0,0.0,0.0,2.8333333333899997
0.994225847783559,0.6303204311643031,0.49224734356850597,2.60744579034011,2.3333333333799997,2.55689885725452,5.16434464759463,0.2701373276364415,1072.0,1.0,3.000000000006,5.33333333344
0.9869459235136272,0.6324053652168409,0.482041178459793,2.6075021176638997,3.00000000006,2.48942677989904,5.09692889756294,0.2108017884013976,1072.0,2.0,5.500000000011,8.50000000017
0.9423209392336989,0.5379112080538399,0.5092651168646417,2.2072547352907304,2.16666666671,2.59568809066816,4.80294282595889,0.2482667114044992,1072.0,3.0,8.666666666684,10.83333333355
1.006903332172094,0.6356875993130108,0.48256730812478305,2.51835594508984,3.3333333333999997,2.31774319060022,4.83609913569006,0.1907062797900891,1072.0,4.0,11.000000000022,14.333333333619999
0.8041824290238451,0.4135021662895143,0.5027797655365789,1.45761316038545,1.6666666666999999,2.4314927895539,3.88910594993935,0.2481012997687466,1072.0,5.0,14.500000000029,16.16666666699
1.172368768879414,0.6967833366468669,0.5274050003162056,2.50833242981448,2.50000000005,2.05113392475752,4.559466354572,0.2787133346531725,1072.0,6.0,16.333333333366,18.833333333709998
1.0588728212169927,0.6580284525780784,0.4949865218394806,2.57102060981588,2.66666666672,2.25687439229373,4.82789500210961,0.2467606697118442,1072.0,7.0,19.000000000038,21.6666666671
1.104520694461601,0.7066733992571462,0.5101943056882366,2.8693454019807794,3.00000000006,2.46316453853702,5.3325099405178,0.2355577997476709,1072.0,8.0,21.833333333377,24.833333333829998
0.9648487787639252,0.47491622338913514,0.5631439890805143,2.1420947841404003,1.6666666666999999,3.00297091971469,5.14506570385509,0.2849497340277821,1072.0,9.0,25.00000000005,26.666666667199998
0.9948186562037477,0.5368542437987791,0.5373178607390496,2.35387165223184,1.83333333337,2.76453569735727,5.11840734958911,0.2928295875207502,1072.0,10.0,26.833333333387,28.666666667239998
0.9272785855005601,0.5738107294456752,0.48638145346496875,2.2566911210237306,2.50000000005,2.48949840611893,4.74618952714266,0.2295242917736796,1072.0,11.0,28.833333333391,31.33333333396
,,0.4761737520728402,,,2.26001087518834,,,1072.0,12.0,31.500000000063,
0.7834880612240703,0.39870599206058616,0.4771306226237903,1.6678288409517399,1.50000000003,2.59752861542723,4.26535745637897,0.2658039947017414,1073.0,0.0,0.0,1.50000000003
0.9672136067704907,0.5867697529623951,0.4842720713194818,2.0599182792310695,2.3333333333799997,2.06559349031864,4.12551176954971,0.2514727512645685,1073.0,1.0,1.66666666667,4.00000000008
1.0299776227219657,0.6608154418617715,0.4834149952525592,2.25485055242105,3.3333333333999997,1.99433425249125,4.2491848049123,0.1982446325545666,1073.0,2.0,4.166666666675,7.50000000015
0.8625328324000524,0.45959171716146746,0.5059304592373314,1.5152693854387,1.6666666666999999,2.14979201973357,3.66506140517227,0.2757550302913654,1073.0,3.0,7.6666666666820005,9.333333333519999
0.9057464339427069,0.5837063085006312,0.4818995619828839,1.5534248121229401,2.50000000005,1.76619148579289,3.31961629791583,0.2334825233955828,1073.0,4.0,9.500000000019,12.00000000024
1.1110510836360694,0.7195949369247747,0.47690338521871867,2.1051270349520497,2.66666666672,1.58313625010329,3.68826328505534,0.2698481013413936,1073.0,5.0,12.166666666691,14.83333333363
