div_and_fold,fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,lineage_ID,generation,start_time,end_time
1.052540734253469,0.6600361398481019,0.5027418285871231,2.31056419385162,1.6666666666999999,2.11280389231957,4.42336808617119,0.3960216839009408,575.0,0.0,0.0,1.6666666666999999
0.9054841963394882,0.5085473048907723,0.5211574304436312,1.70001875092512,1.50000000003,2.30527114569534,4.00528989662046,0.3390315365870676,575.0,1.0,1.833333333337,3.3333333333999997
0.8661837261893159,0.462285249699929,0.5078882246944618,1.4350773521418998,1.00000000002,2.03423957498123,3.46931692712313,0.4622852496906833,575.0,2.0,3.500000000007,4.50000000009
1.1819770434539327,0.7567882408605525,0.5068825272904154,2.34211683233409,1.83333333337,1.75853613199159,4.10065296432568,0.4127935859156819,575.0,3.0,4.666666666676,6.50000000013
1.053389724572821,0.6418124832786594,0.5129896608850559,2.2159931230830203,1.50000000003,2.10359257357673,4.31958569665975,0.4278749888438821,575.0,4.0,6.66666666668,8.16666666683
1.2904020915592866,0.812128934133753,0.5300540404437312,3.2843885660818697,2.00000000004,2.28961385155745,5.57400241763932,0.4060644670587552,575.0,5.0,8.33333333335,10.333333333539999
0.8091402049507616,0.3682676487334403,0.5523157228056551,1.4315402843857896,0.8333333333499999,3.07860917421893,4.51014945860472,0.44192117847129,575.0,6.0,10.500000000021,11.333333333559999
0.9550406808533279,0.5833076944846838,0.4953785785850369,2.0731447816864397,1.1666666666899999,2.23423142800968,4.30737620969612,0.4999780238340152,575.0,7.0,11.500000000023,12.66666666692
0.9952147351537205,0.7070690693462645,0.4886202519342447,2.18209302498287,1.83333333337,2.10467124875729,4.28676427374016,0.3856740378175217,575.0,8.0,12.833333333359,14.66666666696
1.1287863848056445,0.6536225601895408,0.5818845633069482,2.34443918964403,1.50000000003,2.49440195742512,4.83884114706915,0.4357483734509789,575.0,9.0,14.833333333363,16.33333333366
0.7888155384599884,0.35155029207177557,0.5499077769717027,1.1560367066436998,0.66666666668,2.660916378304,3.8169530849477,0.5273254380971168,575.0,10.0,16.500000000033,17.16666666701
1.2052228004401901,0.6783805530307653,0.5634735302988666,2.44952685642886,1.6666666666999999,2.15075202976063,4.60027888618949,0.4070283318103186,575.0,11.0,17.333333333368,19.00000000038
0.9590442801359544,0.5448240744838502,0.517267038733304,2.03229851602365,1.50000000003,2.37957263680658,4.41187115283023,0.3632160496486358,575.0,12.0,19.166666666705,20.666666667079998
1.0239291937283832,0.5798263778290399,0.5443603250616453,2.1157960574662096,2.00000000004,2.40164761488476,4.51744367235097,0.2899131889087217,575.0,13.0,20.833333333375002,22.833333333789998
0.9450377933688535,0.5455362084755455,0.5167974930213806,1.9345514350503703,1.1666666666899999,2.33460356473628,4.26915499978665,0.4676024643982585,575.0,14.0,23.000000000046,24.16666666715
0.9498042185967857,0.5251866428495834,0.5504278175236045,1.70499975943837,1.00000000002,2.34986166920255,4.05486142864092,0.5251866428390797,575.0,15.0,24.333333333382,25.33333333384
1.2712560016152756,0.8446951604035993,0.5567693331627203,2.89714443318642,3.16666666673,2.25762249369164,5.15476692687806,0.2667458401221175,575.0,16.0,25.500000000051,28.666666667239998
0.8278906992533733,0.44366066786552133,0.5243585643801874,1.5646374100889897,1.00000000002,2.70294618549225,4.26758359558124,0.4436606678566481,575.0,17.0,28.833333333391,29.83333333393
1.1386377579378077,0.6606292104634055,0.5828776931368624,2.3717525356236804,1.6666666666999999,2.48747928146111,4.85923181708479,0.3963775262701158,575.0,18.0,30.000000000060002,31.6666666673
1.0612218804071576,0.6638454745150414,0.5171500257023487,2.64377126716194,1.83333333337,2.51295185909907,5.15672312626101,0.362097531546417,575.0,19.0,31.833333333397,33.666666667339996
0.7895347492129974,0.2890980557802745,0.5730402659264997,1.11640210867141,0.50000000001,2.95500999158194,4.07141210025335,0.578196111548985,575.0,20.0,33.833333333401,34.33333333402
0.9967402324096241,0.4718546426616958,0.5929588493433577,1.64396040887303,1.00000000002,2.41417983416885,4.05814024304188,0.4718546426522587,575.0,21.0,34.500000000069,35.500000000709996
,,0.5414009907829832,,,2.19708114831917,,,575.0,22.0,35.666666666738,
0.9413907928378719,0.5321377432719535,0.5254359662403348,1.51693039002115,1.50000000003,1.91619313981729,3.43312352983844,0.3547584955075405,576.0,0.0,0.0,1.50000000003
1.0606599248817157,0.6785221595183962,0.4961115789009264,1.9381642103180199,2.66666666672,1.70321233495007,3.64137654526809,0.2544458098143097,576.0,1.0,1.66666666667,4.33333333342
1.1681924526239758,0.7560902363965878,0.5234118814845221,2.3478888485917695,3.16666666673,1.90593974875238,4.25382859734415,0.2387653378046735,576.0,2.0,4.500000000009,7.666666666819999
0.7514143628822454,0.35183394042504457,0.5131838159298706,1.01339191338695,0.8333333333499999,2.18299599189668,3.19638790528363,0.4222007285016095,576.0,3.0,7.8333333333490005,8.66666666684
2.0832848863923004,1.3043691739304064,0.531048614290101,4.96154924629002,5.50000000011,1.69743736783451,6.65898661412453,0.2371580316189671,576.0,4.0,8.833333333351,14.333333333619999
0.6412284161438062,0.45747171203202824,0.38606592251108757,1.6991236295269094,1.00000000002,2.57080781017097,4.26993143969788,0.4574717120228788,576.0,5.0,14.500000000029,15.50000000031
0.8372848079643523,0.4505998913585537,0.5125439625333306,1.3866211456599897,1.00000000002,2.1885275798484,3.57514872550839,0.4505998913495417,576.0,6.0,15.666666666698001,16.666666666999998
