div_and_fold,fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,lineage_ID,generation,start_time,end_time
0.9183497446855576,0.41358022156888774,0.5915019230452776,1.41229504222881,0.8333333333499999,2.55585375846575,3.96814880069456,0.4962962658727394,1712.0,0.0,0.0,0.8333333333499999
0.9906518077487045,0.5478575718445017,0.5612478082884946,1.7039389654714796,1.1666666666899999,2.22711481735244,3.93105378282392,0.4695922044287525,1712.0,1.0,1.000000000002,2.16666666671
0.9856363911523851,0.481403671796878,0.5823737585753618,1.5852470972634398,1.1666666666899999,2.28934256666506,3.8745896639285,0.4126317186747857,1712.0,2.0,2.333333333338,3.50000000007
1.0307786495416746,0.56222944433306,0.569614603030652,1.78682144798705,1.33333333336,2.2070228533253,3.99384430131235,0.4216720832413616,1712.0,3.0,3.666666666674,5.0000000001
1.6497266311024095,0.9579549961985965,0.6412803131164767,4.02757758026754,3.8333333334099997,2.56117372408404,6.58875130435158,0.2499013033511576,1712.0,4.0,5.166666666677,9.00000000018
0.9642083954664141,0.48655547821671924,0.6051205368378314,2.36594059691589,1.33333333336,3.98698872638019,6.35292932329608,0.3649166086552411,1712.0,5.0,9.166666666685,10.50000000021
0.5913174959966798,0.36403595524160287,0.3979772174946809,1.2282771246695798,0.8333333333499999,2.52832113502574,3.75659825969532,0.4368431462811866,1712.0,6.0,10.666666666688,11.50000000023
1.1270026309836296,0.5959440292052685,0.6116491652277125,1.9359759325866301,1.1666666666899999,2.29772018963852,4.23369612222515,0.510809167880014,1712.0,7.0,11.66666666669,12.83333333359
0.9211149550053089,0.4486867432154916,0.583662908174102,1.4286694221062204,1.00000000002,2.47105139102335,3.89972081312957,0.4486867432065179,1712.0,8.0,13.000000000026,14.00000000028
1.1750534410405056,0.6636753097579294,0.5878139553124202,2.29007004478532,1.83333333337,2.29231031577986,4.58238036056518,0.362004714406176,1712.0,9.0,14.166666666695,16.00000000032
0.8650895710551031,0.43423898010072914,0.5629151619083366,1.38467807793953,0.8333333333499999,2.57949138259313,3.96416946053266,0.5210867761104533,1712.0,10.0,16.166666666699,17.00000000034
1.0269022183823269,0.4940333841134348,0.6350939706033255,1.5531942902303304,1.1666666666899999,2.51762012283413,4.07081441306446,0.423457186374475,1712.0,11.0,17.166666666701,18.3333333337
1.0326206364026074,0.47640669658048623,0.6005950910551902,1.7586958168123,1.00000000002,2.44491115308323,4.20360696989553,0.4764066965709581,1712.0,12.0,18.500000000037,19.50000000039
1.1135184127292732,0.6428366458559042,0.5975986074645654,2.1687240893178696,2.00000000004,2.51206967153791,4.68079376085578,0.3214183229215237,1712.0,13.0,19.666666666706,21.6666666671
1.1827799597028903,0.6125657750282095,0.6480201275743748,2.50310048578344,1.50000000003,3.0332485700591,5.53634905584254,0.4083771833439721,1712.0,14.0,21.833333333377,23.3333333338
0.9268641858934218,0.3936474295729654,0.6071913384264365,1.76982046725234,0.8333333333499999,3.36162319321297,5.13144366046531,0.472376915478111,1712.0,15.0,23.500000000047,24.333333333819997
0.9977087167739197,0.4383774535533275,0.6384531277994508,1.8434998145297699,0.8333333333499999,3.27618625515074,5.11968606968051,0.526052944253472,1712.0,16.0,24.500000000049,25.33333333384
1.1599679712145667,0.6668927302644698,0.5936683042007654,2.8992765164752696,1.33333333336,3.03939534702751,5.93867186350278,0.500169547688349,1712.0,17.0,25.500000000051,26.833333333869998
0.8332062531174541,0.26498693888520447,0.6387671401051934,1.15471008961035,0.50000000001,3.79342844227285,4.9481385318832,0.5299738777598094,1712.0,18.0,27.000000000054,27.50000000055
1.0787905919482759,0.5384002971631917,0.6216610679179384,2.2619402119159395,1.50000000003,3.07606508393641,5.33800529585235,0.3589335314349491,1712.0,19.0,27.666666666722,29.16666666725
1.3414101208774878,0.7355469010605777,0.6240908707187647,3.8290539561641004,3.66666666674,3.33140037298987,7.16045432915397,0.2006037002852364,1712.0,20.0,29.333333333392,33.000000000659995
,,0.440375997526199,,,3.15329221794197,,,1712.0,21.0,33.166666666733,
0.8463221572291901,0.3554305298489574,0.5582437051519962,1.4580936688734294,0.66666666668,2.82552063960847,4.2836143084819,0.5331457947627732,1713.0,0.0,0.0,0.66666666668
0.9733104633934708,0.5589777805077555,0.5259203099659455,1.91644686269606,1.1666666666899999,2.25283976489136,4.16928662758742,0.479123811854208,1713.0,1.0,0.833333333335,2.00000000004
1.0751582880007906,0.5922910198339918,0.5501931124306714,2.18873028645358,1.33333333336,2.2939127862479,4.48264307270148,0.4442182648666095,1713.0,2.0,2.166666666671,3.50000000007
0.9363689308020677,0.4918683740546621,0.5599606279804044,1.6873040711508502,1.50000000003,2.51010363000193,4.19740770115278,0.3279122493632165,1713.0,3.0,3.666666666674,5.166666666769999
0.884624304230233,0.4951494316918514,0.5191650065658588,1.53398167047433,1.00000000002,2.17914719672857,3.7131288672029,0.4951494316819484,1713.0,4.0,5.333333333344,6.33333333346
1.048911794989381,0.642431924259595,0.5141547619052452,1.98562177648448,1.6666666666999999,1.9091228886402,3.89474466512468,0.3854591545480479,1713.0,5.0,6.500000000013,8.16666666683
0.980329574029948,0.5521967223742047,0.5109372536674869,1.8281632355821902,1.1666666666899999,1.9899701429349,3.81813337851709,0.4733114763112807,1713.0,6.0,8.33333333335,9.50000000019
1.0722505205177748,0.6350355720093807,0.5558645102604003,1.9716306619629504,2.16666666671,2.12236484055829,4.09399550252124,0.2930933409215446,1713.0,7.0,9.666666666686,11.83333333357
